测试公告,#genre#
新疆卫视,http://39.135.133.157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1247&online=1717738530&vqe=3#http://39.135.133.157:80/wh7f454c46tw1982486570_1072685726/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8?icpid=88888888&RTS=1714041825&from=23&hms_devid=1247&online=1714041825&vqe=3
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0#http://39.135.133.158:80/wh7f454c46tw1629611629_1723928514/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8?icpid=88888888&RTS=1714041473&from=23&hms_devid=1251&online=1714041473&vqe=3#https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226439/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
安多卫视,http://live.dmadapp.com/adws/sd/live.m3u8#http://39.134.68.158:6610/PLTV/88888888/224/3221225659/index.m3u8?#http://39.134.68.153:6610/PLTV/88888888/224/3221225659/index.m3u8?#http://39.134.68.168:6610/PLTV/88888888/224/3221225659/index.m3u8?#http://39.134.68.175:6610/PLTV/88888888/224/3221225659/index.m3u8?#http://39.134.65.162/PLTV/88888888/224/3221225531/1.m3u8#http://39.134.68.140:6610/PLTV/88888888/224/3221225659/index.m3u8?#http://39.134.68.142:6610/PLTV/88888888/224/3221225659/index.m3u8?#http://39.134.68.134:6610/PLTV/88888888/224/3221225659/index.m3u8?#http://39.134.68.138:6610/PLTV/88888888/224/3221225659/index.m3u8?#http://39.134.65.166/PLTV/88888888/224/3221225531/1.m3u8#http://39.134.68.133:6610/PLTV/88888888/224/3221225659/index.m3u8?#http://iptv.10086.fund:23334/PLTV/88888888/224/3221227121/index.m3u8#http://stream.qhbtv.com/adws/sd/live.m3u8?_upt=443cf2d41715773857#http://stream.qhbtv.com/adws/playlist.m3u8?_upt=3fb0c92a1706181453#http://stream.qhbtv.com/adws/playlist.m3u8?_upt=c23aebfc1701518082#http://stream.qhbtv.com/adws/playlist.m3u8?_upt=848d1a991707377572#http://stream.qhbtv.com/adws/playlist.m3u8?_upt=739abf20164906290#http://stream.qhbtv.com/adws/playlist.m3u8?_upt=739abf201649062902%23http://stream.qhbtv.com/adws/sd/live.m3u8#http://stream.qhbtv.com/adws/playlist.m3u8?_upt=be54a04d1719055140
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8#http://live.ybtvyun.com/video/s10006-b316b550fd1f/index.m3u8#http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild#http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8#http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild#http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8#http://39.135.133.181:80/wh7f454c46tw2003802006_-1607821772/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8?icpid=88888888&RTS=1714041847&from=23&hms_devid=1250&online=1714041847&vqe=3#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226516/index.m3u8
云南卫视,http://39.135.133.158/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1251&online=1717738100&vqe=3#http://39.135.133.159:80/wh7f454c46tw2015014673_-682583519/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8?icpid=88888888&RTS=1714041858&from=23&hms_devid=1251&online=1714041858&vqe=3#http://ynxsj.7766.org:9901/tsfile/live/0119_1.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226444/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8#http://123.182.60.29:9002/hls/33/index.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://39.135.133.176/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1241&online=1717697010&vqe=3#http://39.135.133.156:80/wh7f454c46tw2029048115_-279599792/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8?icpid=88888888&RTS=1714041872&from=23&hms_devid=1247&online=1714041872&vqe=3#http://39.134.64.179:6610/PLTV/88888888/224/3221225612/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226339/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8#http://60.223.224.176:8888/newlive/live/hls/23/live.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225612/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226342/index.m3u8
重庆卫视,http://39.135.133.178:80/wh7f454c46tw1669968953_549915878/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8?icpid=88888888&RTS=1714041513&from=23&hms_devid=1248&online=1714041513&vqe=3#http://39.135.133.157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1247&online=1717735726&vqe=3#http://39.134.64.179:6610/PLTV/88888888/224/3221226409/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226409/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226463/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225618/index.m3u8
黑龙江卫视,http://39.135.133.167/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1249&online=1717736042&vqe=3#http://39.134.64.179:6610/PLTV/88888888/224/3221226467/index.m3u8?#http://39.135.133.181:80/wh7f454c46tw1770170324_-1714276454/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8?icpid=88888888&RTS=1714041613&from=23&hms_devid=1250&online=1714041613&vqe=3#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226419/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226327/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226532/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226531/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226419/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226525/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226585/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226532/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226585/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226531/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
内蒙古卫视,http://39.135.133.135:80/wh7f454c46tw1856110487_-1168023157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8?icpid=88888888&RTS=1714041699&from=23&hms_devid=1238&online=1714041699&vqe=3#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226389/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225634/index.m3u8

数字频道,#genre#
1905国内电影,http://xxw.me0.cn/1905dy.php?id=1905a
1905国外电影,http://xxw.me0.cn/1905dy.php?id=1905b
CHC-家庭影院,http://218.76.32.193:9901/tsfile/live/1018_1.m3u8?key=txiptv#http://218.76.32.193:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0#http://218.76.32.193:9901/tsfile/live/1018_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0#http://dassby.qqff.top:99/live/CHC家庭影院/index.m3u8
CHC-高清电影,http://218.76.32.193:9901/tsfile/live/1019_1.m3u8#http://218.76.32.193:9901/tsfile/live/1019_1.m3u8?key=txiptv#http://58.48.5.186:1111/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
CEC国际教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
黑莓动画,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8?IASHttpSessionId=OTT#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225662/index.m3u8?IASHttpSessionId=OTT523820231202112731000044#http://39.134.68.138:6610/PLTV/88888888/224/3221225662/index.m3u8?#http://[2409:8087:5e00:24::1e]:6060/000000001000/6497762188035533951/index.m3u8?channel-id=ystenlive&Contentid=6497762188035533951&livemode=1&stbId=3#http://39.134.68.153:6610/PLTV/88888888/224/3221225662/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221225662/index.m3u8?#http://39.134.68.175:6610/PLTV/88888888/224/3221225662/index.m3u8?#http://39.134.68.158:6610/PLTV/88888888/224/3221225662/index.m3u8?#http://39.134.68.133:6610/PLTV/88888888/224/3221225662/index.m3u8?#http://39.134.68.168:6610/PLTV/88888888/224/3221225662/index.m3u8?#http://39.134.68.142:6610/PLTV/88888888/224/3221225662/index.m3u8?#http://39.134.68.134:6610/PLTV/88888888/224/3221225662/index.m3u8?#http://39.134.65.177/PLTV/88888888/224/3221225529/1.m3u8#http://39.134.65.166/PLTV/88888888/224/3221225529/1.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225529/1.m3u8#http://39.134.68.140:6610/PLTV/88888888/224/3221225662/index.m3u8?#http://39.134.65.141/PLTV/88888888/224/3221225529/Cf.m3u8#http://39.134.65.173/PLTV/88888888/224/3221225529/1.m3u8#http://39.134.65.179/PLTV/88888888/224/3221225529/1.m3u8
爱悬疑,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000036
爱院线,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000034
精彩影视,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000063
IPTV野外,http://120.238.84.44:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=1&authid=0
IPTV法治,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=31e9eb294789e59e351fc1f0ab3178bc&txTime=18d00acf487#http://39.134.64.179:6610/PLTV/88888888/224/3221226330/index.m3u8?#http://php.jdshipin.com:8880/gztv.php?id=fazhi#http://dassby.qqff.top:99/live/法治天地/index.m3u8
IPTV少儿动画,http://124.225.35.52:59902/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0#http://120.238.84.44:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
IPTV收视指南,http://dassby.qqff.top:99/live/收视指南/index.m3u8
NewTV黑莓电影,http://[2409:8087:5e08:25::3]:6410/200000001898/460000089800010073/1.m3u8?#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8?#http://39.134.68.134:6610/PLTV/88888888/224/3221225743/index.m3u8?#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8?IASHttpSessionId=OTT#http://39.134.68.153:6610/PLTV/88888888/224/3221225743/index.m3u8?#http://39.134.68.158:6610/PLTV/88888888/224/3221225743/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221225743/index.m3u8?IASHttpSessionId=OTT507920231202113035000124#http://39.134.68.175:6610/PLTV/88888888/224/3221225743/index.m3u8?#http://39.134.68.138:6610/PLTV/88888888/224/3221225743/index.m3u8?#http://39.134.68.142:6610/PLTV/88888888/224/3221225743/index.m3u8?#http://39.134.68.168:6610/PLTV/88888888/224/3221225743/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221225743/index.m3u8?#http://39.134.68.140:6610/PLTV/88888888/224/3221225743/index.m3u8?#http://39.134.68.133:6610/PLTV/88888888/224/3221225743/index.m3u8?#http://39.134.65.194/PLTV/88888888/224/3221225681/1.m3u8#http://39.134.65.207/PLTV/88888888/224/3221225681/1.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225681/1.m3u8#http://39.134.65.141/PLTV/88888888/224/3221225681/1.m3u8#http://39.134.65.209/PLTV/88888888/224/3221225681/1.m3u8
NewTV东北热剧,http://39.134.64.179:6610/PLTV/88888888/224/3221225741/index.m3u8?
NewTV中国功夫,http://39.134.64.179:6610/PLTV/88888888/224/3221225681/index.m3u8?
NewTV军事评论,http://39.134.64.179:6610/PLTV/88888888/224/3221225668/index.m3u8?
NewTV军旅剧场,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV农业致富,http://39.134.64.179:6610/PLTV/88888888/224/3221225683/index.m3u8?
NewTV动作电影,http://mtw.so/6he0fm#https://zb.99099292.xyz/live/huya/11602077?media=hls#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV家庭剧场,http://39.134.64.179:6610/PLTV/88888888/224/3221225677/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTV惊悚悬疑,http://39.134.64.179:6610/PLTV/88888888/224/3221225665/index.m3u8?
NewTV明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV欢乐剧场,http://39.134.64.179:6610/PLTV/88888888/224/3221225742/index.m3u8?
NewTV武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV潮妈辣婆,http://39.134.64.179:6610/PLTV/88888888/224/3221225685/index.m3u8?
NewTV爱情喜剧,http://39.134.64.179:6610/PLTV/88888888/224/3221225669/index.m3u8?
NewTV精品大剧,http://39.134.64.179:6610/PLTV/88888888/224/3221225670/index.m3u8?
NewTV精品纪录,http://39.134.64.179:6610/PLTV/88888888/224/3221225672/index.m3u8?
NewTV精品体育,http://39.134.64.179:6610/PLTV/88888888/224/3221225674/index.m3u8?
NewTV精品拳击,http://39.134.64.179:6610/PLTV/88888888/224/3221225680/index.m3u8?
NewTV精品健身,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
NewTV精品萌宠,http://39.134.64.179:6610/PLTV/88888888/224/3221226505/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTV超级体育,http://111.29.9.37:6610/000000001000/1000000004000007755/index.m3u8?channel-id=ystenlive&Contentid=1000000004000007755&livemode=1&stbId=3#http://111.29.9.42:6610/000000001000/1000000001000009204/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009204&livemode=1&stbId=3#http://111.29.9.46:6610/000000001000/1000000001000009601/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=3
NewTV超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV金牌综艺,http://111.29.9.42:6610/000000001000/1000000004000026167/index.m3u8?channel-id=ystenlive&Contentid=1000000004000026167&livemode=1&stbId=3
NewTV古装剧场,http://39.134.64.179:6610/PLTV/88888888/224/3221225663/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
NewTV睛彩青少,http://39.134.64.179:6610/PLTV/88888888/224/3221226508/index.m3u8?
NewTV睛彩篮球,http://39.134.64.179:6610/PLTV/88888888/224/3221226469/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226147/index.m3u8?
NewTV睛彩竞技,http://39.134.64.179:6610/PLTV/88888888/224/3221226124/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226472/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226112/index.m3u8?
NewTV央广购物,http://39.134.64.179:6610/PLTV/88888888/224/3221225679/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221225682/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226068/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226065/index.m3u8?
NewTV环球精选,http://39.134.64.179:6610/PLTV/88888888/224/3221225708/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221225673/index.m3u8?
NewTV风尚购物,http://39.134.64.179:6610/PLTV/88888888/224/3221225664/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221225666/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221225676/index.m3u8?
NewTV购物频道,http://tv.pull.hebtv.com/zhibo/sanjiagouwu.m3u8?t=2510710360&k=13d8a0c69ef0817e26d7e9ce7304701e#http://39.134.64.179:6610/PLTV/88888888/224/3221225671/index.m3u8?#http://ocj2.kksmg.com/ocj2/ocj2.m3u8
NewTV哒波赛事,http://39.134.64.179:6610/PLTV/88888888/224/3221225675/index.m3u8?
NewTV精品综合,http://39.134.136.161:6610/000000001000/1000000004000019008/index.m3u8?channel-id=ystenlive&Contentid=1000000004000019008&livemode=1&stbId=3#http://39.134.136.161:6610/000000001000/2000000003000000008/index.m3u8?channel-id=hnbblive&Contentid=2000000003000000008&livemode=1&stbId=3

广东地区,#genre#
梅州综合,http://mzzh.gdmztv.com/mzzh/mzzhstream.m3u8?txTime=672f538a&txSecret=0bdfd72f0c713788ed933d70e341d263
客家生活,http://kjsh.gdmztv.com/kjsh/kjshstream.m3u8?txTime=672f538a&txSecret=c616572f7207b25374887f92a8fd9f0f
广东卫视,http://39.135.133.161/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1244&online=1717735897&vqe=3#http://39.134.64.179:6610/PLTV/88888888/224/3221226248/index.m3u8?#http://60.223.224.176:8888/newlive/live/hls/20/live.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226374/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8"]}]}#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000011655/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8?IASHttpSessionId=OTT#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8]]
广东体育,http://api3.52tb.xyz/info?id=413&token=20221127jxwhhemby#http://api2.52tb.xyz/info?id=414&token=20230218qkyjia#http://api2.52tb.xyz/info?id=413&token=20230218qkyjia#http://api2.52tb.xyz/info?id=414&token=20230218jsyklh#http://yhj9.myqnapcloud.com:8686/udp/239.77.0.112:5146
广东经济科教,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_1386886203_9072137384/merged_1710422346229_219649_20_4796.m3u8#https://p2.vzan.com/slowlive/677282322271134305/live.m3u8
广东影视,http://219.128.49.2:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8?
广东少儿,http://112.95.198.7:59902/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
南方购物,https://s3.cn-northwest-1.amazonaws.com.cn/nanfanggouwu/gz/nfgw_720.m3u8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487#https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=439b0fd2cf766b363c93a59cbcbe1370&txTime=18d00acf488#http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487#http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州法治,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=040cda8ae37088f2b96bea7b68bd0eb5&txTime=1903e5b8abe
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=627498b93bc6f5d6e2460d0823bf81a3&txTime=18e6df74fc2#https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=c82f82d7a6beda92b2b1ce93753dcacb&txTime=18e4a381d46#http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=7e9bddad7c8911626ed1d2c09fc605d9&txTime=18d00acf487#http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487#http://php.jdshipin.com:8880/gztv.php?id=jingsai
番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd#https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
阳江综合,https://live.yjtvw.com:8081/live/yjtv1.m3u8
阳江公共,https://live.yjtvw.com:8081/live/yjtv2.m3u8
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd#http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8#http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199?zguangd
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?zguangd#http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8#http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151?zguangd#https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
肇庆综合,http://zqvlivestream.xjrb.com/zqtlive_slow/eed84230447e4eed917191d72b5d8b73_779.m3u8#https://zqvlivestream.xjrb.com/zqtlive_slow/eed84230447e4eed917191d72b5d8b73_779.m3u8
深圳卫视,http://wan.wlzsyw.cn:885/hls/50/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8?IASHttpSessionId=OTT#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8?#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8#http://120.198.224.98:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8#http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226688/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009227/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/index.m3u8#http://120.198.224.103:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8?fbl=#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009227/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8#http://120.198.224.102:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8#http://120.198.224.99:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8#http://39.134.68.158:6610/PLTV/88888888/224/3221226510/index.m3u8?#http://39.135.133.156:80/wh7f454c46tw1941577247_1815376791/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8?icpid=88888888&RTS=1714041785&from=23&hms_devid=1247&online=1714041785&vqe=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/5352218613763113657/1.m3u8#http://39.134.68.175:6610/PLTV/88888888/224/3221226510/index.m3u8?#http://39.134.67.108/PLTV/88888888/224/3221225997/1.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8#http://39.134.68.153:6610/PLTV/88888888/224/3221226313/index.m3u8?
深圳龙岗,http://liveplay.sznews.com/66_showto_live/2647.m3u8
深圳综合,http://hbsz.chinashadt.com:2036/live/stream:sztv.stream_360p/chunklist_w880887066.m3u8
深圳众创,http://liveplay.sznews.com/66_showto_live/2645.m3u8
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
东莞综合,http://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8?channel=1&t=1706437620&ttl=3600&key=87e266c606bf651d1e2f876ae982e3fe#http://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8?channel=1&amp;t=1706437620&amp;ttl=3600&amp;key=87e266c606bf651d1e2f876ae982e3fe#https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8?channel=1&t=1709382703&ttl=3600&key=2d3848ebee50792f054d74ca8c279994#https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8?channel=1&amp;t=1709382703&amp;ttl=3600&amp;key=2d3848ebee50792f054d74ca8c279994#https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8#http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞公共,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8#http://php.jdshipin.com:8880/0769.php?id=shzx

动漫乐园,#genre#
熊出没,http://5566.340171345.cn/更多直播源请关注公众号：小凯影视交流/yy.php?id=1354930977#http://vip.cj116vip.xyz:88/iptv/index15.m3u8#https://v9.dious.cc/20231013/Hrni6KFa/2000kb/hls/index.m3u8
汪汪队,http://vip.cj116vip.xyz:88/iptv/index13.m3u8
小猪佩奇,http://vip.cj116vip.xyz:88/iptv/index9.m3u8
超级飞侠,http://vip.cj116vip.xyz:88/iptv/index18.m3u8
